"","Coord: 1","Coord: 2","Coord: 3","Coord: 4","Coord: 5","Ctr: 1","Ctr: 2","Ctr: 3","Ctr: 4","Ctr: 5","Cor: 1","Cor: 2","Cor: 3","Cor: 4","Cor: 5"
"976",-0.65,-0.07,-0.11,0.04,0.22,1,0,0,0,0,NA,NA,NA,NA,NA
"977",-0.58,-0.32,0.12,0.11,0.13,1,0,0,0,0,NA,NA,NA,NA,NA
"978",-0.2,0.36,-0.43,-0.27,-0.18,0,1,1,0,0,NA,NA,NA,NA,NA
"979",-0.24,0.39,-0.24,0.12,-0.18,0,1,0,0,0,NA,NA,NA,NA,NA
"980",0.17,0.01,-0.15,0.01,-0.17,0,0,0,0,0,NA,NA,NA,NA,NA
"981",0.19,0.58,-0.29,-0.12,-0.13,0,1,0,0,0,NA,NA,NA,NA,NA
"982",-0.46,0.01,-0.22,0.02,-0.22,1,0,0,0,0,NA,NA,NA,NA,NA
"983",-0.31,-0.46,-0.19,-0.12,-0.04,0,1,0,0,0,NA,NA,NA,NA,NA
"984",0.31,0.13,-0.14,-0.11,-0.1,0,0,0,0,0,NA,NA,NA,NA,NA
"985",-0.16,-0.49,-0.17,-0.22,-0.14,0,1,0,0,0,NA,NA,NA,NA,NA
"986",0.46,0.25,-0.17,-0.27,-0.23,1,0,0,0,0,NA,NA,NA,NA,NA
"987",0.39,-0.03,0.13,0.04,-0.03,0,0,0,0,0,NA,NA,NA,NA,NA
"988",0.33,-0.6,-0.02,-0.12,-0.25,0,1,0,0,0,NA,NA,NA,NA,NA
"989",-0.12,-0.42,-0.08,0.03,-0.24,0,1,0,0,0,NA,NA,NA,NA,NA
"990",0.13,-0.39,0.03,-0.12,-0.03,0,1,0,0,0,NA,NA,NA,NA,NA
"991",0.24,-0.63,0.06,0.06,-0.2,0,2,0,0,0,NA,NA,NA,NA,NA
"992",0.24,-0.61,0.16,0.1,-0.04,0,2,0,0,0,NA,NA,NA,NA,NA
"993",-0.8,0.15,0.34,0.22,0.4,2,0,1,0,1,NA,NA,NA,NA,NA
"994",0.42,-0.25,0.04,0.13,-0.19,0,0,0,0,0,NA,NA,NA,NA,NA
"995",-0.92,0.18,0.29,0.25,0.56,2,0,0,0,2,NA,NA,NA,NA,NA
"996",0.38,-0.35,-0.05,0.01,-0.14,0,0,0,0,0,NA,NA,NA,NA,NA
"997",0.12,-0.6,0.01,0.01,-0.11,0,1,0,0,0,NA,NA,NA,NA,NA
"998",-0.49,0.1,-0.18,-0.1,0,1,0,0,0,0,NA,NA,NA,NA,NA
"999",-0.34,0.38,-0.06,0.07,0.22,0,1,0,0,0,NA,NA,NA,NA,NA
"1000",-0.29,0.63,-0.02,-0.26,-0.14,0,2,0,0,0,NA,NA,NA,NA,NA
"1001",-0.18,-0.61,0,-0.04,-0.02,0,2,0,0,0,NA,NA,NA,NA,NA
"1002",0.01,-0.56,-0.08,-0.05,-0.25,0,1,0,0,0,NA,NA,NA,NA,NA
"1003",1.72,0.59,0.87,0.43,0.98,8,1,4,1,6,NA,NA,NA,NA,NA
"1004",0.18,-0.28,-0.03,-0.03,-0.15,0,0,0,0,0,NA,NA,NA,NA,NA
"1005",0.54,0.06,0.26,0.36,0.22,1,0,0,1,0,NA,NA,NA,NA,NA
"1006",-0.33,-0.37,0.01,-0.07,-0.03,0,1,0,0,0,NA,NA,NA,NA,NA
"1007",-0.08,-0.33,0.04,-0.13,0.02,0,0,0,0,0,NA,NA,NA,NA,NA
"1008",0.08,-0.24,-0.19,-0.08,-0.17,0,0,0,0,0,NA,NA,NA,NA,NA
"1009",-0.08,-0.14,-0.2,-0.11,-0.04,0,0,0,0,0,NA,NA,NA,NA,NA
"1010",0.44,-0.66,0.08,0.08,-0.14,1,2,0,0,0,NA,NA,NA,NA,NA
"1011",-0.31,-0.25,0.4,0.26,0.67,0,0,1,0,3,NA,NA,NA,NA,NA
"1012",-0.51,-0.38,-0.06,-0.06,0.13,1,1,0,0,0,NA,NA,NA,NA,NA
"1013",0.6,-0.22,0.19,0.12,0.13,1,0,0,0,0,NA,NA,NA,NA,NA
"1014",0.28,-0.61,0.08,0.08,-0.04,0,2,0,0,0,NA,NA,NA,NA,NA
"1015",-0.4,-0.16,0.08,0.08,0.12,0,0,0,0,0,NA,NA,NA,NA,NA
"1016",0.04,-0.31,-0.34,-0.23,-0.32,0,0,1,0,1,NA,NA,NA,NA,NA
"1017",-0.71,0.23,0.01,0.17,0.21,1,0,0,0,0,NA,NA,NA,NA,NA
"1018",0.01,-0.38,0.23,0.11,0.31,0,1,0,0,1,NA,NA,NA,NA,NA
"1019",-0.59,0.11,0.12,0.11,0.45,1,0,0,0,1,NA,NA,NA,NA,NA
"1020",-0.31,-0.19,-0.1,0.05,-0.01,0,0,0,0,0,NA,NA,NA,NA,NA
"1021",-0.55,-0.2,0.08,-0.05,0.24,1,0,0,0,0,NA,NA,NA,NA,NA
"1022",-0.3,-0.28,0.16,0.07,0.07,0,0,0,0,0,NA,NA,NA,NA,NA
"1023",-0.84,0.32,0.64,0.09,0.15,2,0,2,0,0,NA,NA,NA,NA,NA
"1024",0.11,-0.7,-0.02,0.02,-0.11,0,2,0,0,0,NA,NA,NA,NA,NA
"1025",-0.52,-0.34,0.04,0.04,0.11,1,0,0,0,0,NA,NA,NA,NA,NA
"1026",-0.31,-0.46,0.29,0.03,0.17,0,1,0,0,0,NA,NA,NA,NA,NA
"1027",-0.77,0.78,0.53,0.16,0.33,2,2,2,0,1,NA,NA,NA,NA,NA
"1028",-0.39,0.46,-0.27,-0.05,-0.04,0,1,0,0,0,NA,NA,NA,NA,NA
"1029",-0.36,0.6,-0.14,0.05,0.32,0,1,0,0,1,NA,NA,NA,NA,NA
"1030",0.87,0.47,0.07,0.01,0.12,2,1,0,0,0,NA,NA,NA,NA,NA
"1031",0.26,-0.06,-0.23,-0.15,-0.25,0,0,0,0,0,NA,NA,NA,NA,NA
"1032",0.12,-0.2,-0.22,-0.15,-0.25,0,0,0,0,0,NA,NA,NA,NA,NA
"1033",0.13,-0.17,-0.02,-0.01,-0.08,0,0,0,0,0,NA,NA,NA,NA,NA
"1034",0.27,-0.18,0.14,-0.09,-0.16,0,0,0,0,0,NA,NA,NA,NA,NA
"1035",0.12,0.66,-0.23,-0.43,-0.27,0,2,0,1,0,NA,NA,NA,NA,NA
"1036",-0.26,0.73,-0.26,0.15,-0.17,0,2,0,0,0,NA,NA,NA,NA,NA
"1037",0.97,0.46,0.13,0.02,0.18,3,1,0,0,0,NA,NA,NA,NA,NA
"1038",0.3,-0.37,0.2,0.16,0.12,0,1,0,0,0,NA,NA,NA,NA,NA
"1039",-1.02,0.22,0.32,0.52,0.21,3,0,1,2,0,NA,NA,NA,NA,NA
"1040",0.5,-0.05,0.28,0.05,0.16,1,0,0,0,0,NA,NA,NA,NA,NA
"1041",0.2,-0.4,-0.01,-0.04,-0.13,0,1,0,0,0,NA,NA,NA,NA,NA
"1042",0.15,0.15,-0.21,-0.16,-0.08,0,0,0,0,0,NA,NA,NA,NA,NA
"1043",-0.3,-0.2,0.37,0.27,0.37,0,0,1,0,1,NA,NA,NA,NA,NA
"1044",-0.66,-0.15,0.05,0.28,0.18,1,0,0,0,0,NA,NA,NA,NA,NA
"1045",0.2,-0.32,0.02,-0.13,-0.29,0,0,0,0,1,NA,NA,NA,NA,NA
"1046",-0.13,-0.43,-0.06,-0.18,-0.14,0,1,0,0,0,NA,NA,NA,NA,NA
"1047",-0.15,-0.23,0.12,-0.17,-0.18,0,0,0,0,0,NA,NA,NA,NA,NA
"1048",-0.07,0.27,-0.07,0.13,-0.06,0,0,0,0,0,NA,NA,NA,NA,NA
"1049",0,-0.39,0.31,0.2,0.41,0,1,1,0,1,NA,NA,NA,NA,NA
"1050",0.24,0.19,-0.42,-0.27,-0.34,0,0,1,0,1,NA,NA,NA,NA,NA
"1051",1.17,0.52,0.43,0.21,0.49,4,1,1,0,1,NA,NA,NA,NA,NA
"1052",-0.69,0.18,0.12,0.07,0.41,1,0,0,0,1,NA,NA,NA,NA,NA
"1053",-0.45,0.11,-0.21,0.04,-0.03,1,0,0,0,0,NA,NA,NA,NA,NA
"1054",-1.06,0.11,0.53,0.28,0.67,3,0,1,0,3,NA,NA,NA,NA,NA
"1055",-0.72,0.13,-0.01,0.17,-0.02,1,0,0,0,0,NA,NA,NA,NA,NA
"1056",-0.07,0.41,-0.28,-0.08,-0.18,0,1,0,0,0,NA,NA,NA,NA,NA
"1057",-0.07,0.26,-0.17,0.01,0.04,0,0,0,0,0,NA,NA,NA,NA,NA
"1058",0.26,0.03,-0.23,-0.16,-0.2,0,0,0,0,0,NA,NA,NA,NA,NA
"1059",-0.02,-0.48,0.03,0.04,-0.07,0,1,0,0,0,NA,NA,NA,NA,NA
"1060",0.62,0.59,-0.13,-0.2,-0.08,1,1,0,0,0,NA,NA,NA,NA,NA
"1061",0.13,0.06,-0.27,-0.08,-0.18,0,0,0,0,0,NA,NA,NA,NA,NA
"1062",-1.06,-0.18,0.25,0.3,0.44,3,0,0,1,1,NA,NA,NA,NA,NA
"1063",-1.21,0.7,0.77,0.06,0.22,4,2,3,0,0,NA,NA,NA,NA,NA
"1064",0.1,-0.51,0.1,0.08,0.09,0,1,0,0,0,NA,NA,NA,NA,NA
"1065",-0.69,-0.12,0.01,0.15,0.28,1,0,0,0,0,NA,NA,NA,NA,NA
"1066",0.03,0.53,-0.41,-0.09,-0.28,0,1,1,0,0,NA,NA,NA,NA,NA
"1067",-0.23,-0.11,-0.17,-0.06,-0.03,0,0,0,0,0,NA,NA,NA,NA,NA
"1068",0,-0.56,0.15,0.13,0.07,0,1,0,0,0,NA,NA,NA,NA,NA
"1069",-0.74,0.28,0.1,0.2,0.13,2,0,0,0,0,NA,NA,NA,NA,NA
"1070",-0.05,0.05,-0.12,0.01,-0.16,0,0,0,0,0,NA,NA,NA,NA,NA
"1071",-0.6,-0.03,-0.14,0.17,0.16,1,0,0,0,0,NA,NA,NA,NA,NA
"1072",-0.3,0.12,-0.29,-0.08,-0.12,0,0,0,0,0,NA,NA,NA,NA,NA
"1073",0,0.67,-0.18,-0.01,0.13,0,2,0,0,0,NA,NA,NA,NA,NA
"1074",-0.27,0.65,-0.08,0.17,0.11,0,2,0,0,0,NA,NA,NA,NA,NA
"1075",-0.12,0.16,-0.1,0.12,-0.04,0,0,0,0,0,NA,NA,NA,NA,NA
"1076",-0.84,0,0.16,0.14,0.24,2,0,0,0,0,NA,NA,NA,NA,NA
"1077",-0.51,0.05,0.16,0.09,0.09,1,0,0,0,0,NA,NA,NA,NA,NA
"1078",-0.17,-0.19,0,-0.1,-0.05,0,0,0,0,0,NA,NA,NA,NA,NA
"1079",-0.17,-0.25,0.04,0.14,-0.02,0,0,0,0,0,NA,NA,NA,NA,NA
"1080",0.01,0.05,-0.01,0.11,-0.02,0,0,0,0,0,NA,NA,NA,NA,NA
"1081",-0.75,0.15,-0.24,-0.01,0.12,2,0,0,0,0,NA,NA,NA,NA,NA
"1082",0.29,0.66,-0.27,-0.23,-0.29,0,2,0,0,0,NA,NA,NA,NA,NA
"1083",-0.18,0.88,-0.17,-0.1,-0.03,0,3,0,0,0,NA,NA,NA,NA,NA
"1084",-0.54,-0.33,-0.16,-0.1,0.08,1,0,0,0,0,NA,NA,NA,NA,NA
"1085",0.1,0.36,0.14,0.13,-0.36,0,1,0,0,1,NA,NA,NA,NA,NA
"1086",-0.13,-0.42,-0.01,-0.05,0.03,0,1,0,0,0,NA,NA,NA,NA,NA
"1087",-0.23,0.22,0.09,0.24,0.1,0,0,0,0,0,NA,NA,NA,NA,NA
"1088",-0.12,-0.43,0.02,-0.02,-0.04,0,1,0,0,0,NA,NA,NA,NA,NA
"1089",-0.51,0.07,0.08,0.14,0.27,1,0,0,0,0,NA,NA,NA,NA,NA
"1090",-1.13,0.24,0.42,0.25,0.69,4,0,1,0,3,NA,NA,NA,NA,NA
"1091",0.18,0.55,-0.12,-0.01,-0.05,0,1,0,0,0,NA,NA,NA,NA,NA
"1092",-1.09,-0.21,0.59,-0.34,0.53,3,0,2,1,2,NA,NA,NA,NA,NA
"1093",-0.2,0.69,-0.36,0,-0.23,0,2,1,0,0,NA,NA,NA,NA,NA
"1094",0.27,0.43,-0.03,0.16,0.02,0,1,0,0,0,NA,NA,NA,NA,NA
"1095",-0.9,0.2,0.44,0.28,0.47,2,0,1,0,1,NA,NA,NA,NA,NA
"1096",0.45,-0.22,0.19,0.21,0.13,1,0,0,0,0,NA,NA,NA,NA,NA
"1097",-0.46,0.02,0.05,0,0.27,1,0,0,0,0,NA,NA,NA,NA,NA
"1098",-0.03,-0.53,0.2,0.23,0.11,0,1,0,0,0,NA,NA,NA,NA,NA
"1099",0.1,0.55,-0.2,-0.14,-0.25,0,1,0,0,0,NA,NA,NA,NA,NA
"1100",-0.41,0.37,-0.21,-0.05,0.03,0,1,0,0,0,NA,NA,NA,NA,NA
"1101",0.28,0.24,-0.09,0.04,-0.13,0,0,0,0,0,NA,NA,NA,NA,NA
"1102",-0.1,-0.15,-0.31,-0.23,-0.24,0,0,1,0,0,NA,NA,NA,NA,NA
"1103",-0.76,-0.16,0.2,0.14,0.5,2,0,0,0,1,NA,NA,NA,NA,NA
"1104",0.37,0.37,-0.2,-0.03,-0.17,0,1,0,0,0,NA,NA,NA,NA,NA
"1105",0.02,-0.56,0.18,0.14,0.13,0,1,0,0,0,NA,NA,NA,NA,NA
"1106",0.08,-0.41,0.03,-0.05,-0.15,0,1,0,0,0,NA,NA,NA,NA,NA
"1107",-0.21,-0.35,-0.1,-0.1,-0.02,0,1,0,0,0,NA,NA,NA,NA,NA
"1108",0.31,0.06,0.48,0.34,0.3,0,0,1,1,1,NA,NA,NA,NA,NA
"1109",0.57,0.41,-0.03,-0.01,-0.01,1,1,0,0,0,NA,NA,NA,NA,NA
"1110",0.08,0.42,-0.15,0.02,-0.03,0,1,0,0,0,NA,NA,NA,NA,NA
"1111",0.14,0.43,-0.13,-0.04,-0.06,0,1,0,0,0,NA,NA,NA,NA,NA
"1112",0.12,-0.23,-0.11,-0.11,-0.17,0,0,0,0,0,NA,NA,NA,NA,NA
"1113",0.39,-0.42,0.06,-0.05,-0.04,0,1,0,0,0,NA,NA,NA,NA,NA
"1114",-0.61,-0.06,0.47,0.28,0.38,1,0,1,0,1,NA,NA,NA,NA,NA
"1115",0.34,0.16,-0.43,-0.37,-0.36,0,0,1,1,1,NA,NA,NA,NA,NA
"1116",0.3,-0.16,-0.05,-0.08,-0.13,0,0,0,0,0,NA,NA,NA,NA,NA
"1117",0.2,-0.66,0.05,0.02,-0.14,0,2,0,0,0,NA,NA,NA,NA,NA
"1118",-0.2,0.21,-0.13,-0.01,0.12,0,0,0,0,0,NA,NA,NA,NA,NA
"1119",0.98,0.3,0.14,0.05,0.1,3,0,0,0,0,NA,NA,NA,NA,NA
"1120",-0.66,0.61,0,0.04,0.12,1,2,0,0,0,NA,NA,NA,NA,NA
"1121",0.06,0.81,-0.07,-0.16,-0.15,0,3,0,0,0,NA,NA,NA,NA,NA
"1122",0.59,-0.26,0.12,0.06,0.02,1,0,0,0,0,NA,NA,NA,NA,NA
"1123",-0.47,-0.15,-0.07,-0.08,0,1,0,0,0,0,NA,NA,NA,NA,NA
"1124",1.21,0.46,0.33,0.12,0.4,4,1,1,0,1,NA,NA,NA,NA,NA
"1125",0.55,0.28,-0.32,-0.33,-0.25,1,0,1,1,0,NA,NA,NA,NA,NA
"1126",-0.62,-0.21,0.1,0.1,0.3,1,0,0,0,1,NA,NA,NA,NA,NA
"1127",0.02,0.6,-0.26,-0.04,-0.07,0,1,0,0,0,NA,NA,NA,NA,NA
"1128",-0.64,0.17,0.17,0.12,0.11,1,0,0,0,0,NA,NA,NA,NA,NA
"1129",0.14,0.24,-0.03,0.08,0.11,0,0,0,0,0,NA,NA,NA,NA,NA
"1130",0.27,-0.6,0.07,0.02,-0.13,0,1,0,0,0,NA,NA,NA,NA,NA
"1131",-0.16,0.24,-0.53,-0.53,-0.26,0,0,2,2,0,NA,NA,NA,NA,NA
"1132",0.53,0.18,-0.02,0.08,-0.13,1,0,0,0,0,NA,NA,NA,NA,NA
"1133",0.01,-0.2,0,-0.02,0,0,0,0,0,0,NA,NA,NA,NA,NA
"1134",-0.38,-0.25,0,0.05,0.14,0,0,0,0,0,NA,NA,NA,NA,NA
"1135",-0.74,0.07,0.34,0.36,0.43,2,0,1,1,1,NA,NA,NA,NA,NA
"1136",0.02,-0.05,-0.25,-0.19,-0.17,0,0,0,0,0,NA,NA,NA,NA,NA
"1137",-0.7,-0.04,0.26,0.13,0.29,1,0,0,0,0,NA,NA,NA,NA,NA
"1138",-0.24,0.46,-0.31,-0.1,-0.05,0,1,1,0,0,NA,NA,NA,NA,NA
"1139",-0.58,0.16,-0.23,0,0.08,1,0,0,0,0,NA,NA,NA,NA,NA
"1140",-0.21,0.2,-0.4,-0.19,-0.15,0,0,1,0,0,NA,NA,NA,NA,NA
"1141",0.34,0.3,-0.47,-0.34,-0.39,0,0,1,1,1,NA,NA,NA,NA,NA
"1142",-0.01,-0.39,0.17,0.11,-0.01,0,1,0,0,0,NA,NA,NA,NA,NA
"1143",0.51,0.18,-0.18,-0.2,-0.2,1,0,0,0,0,NA,NA,NA,NA,NA
"1144",0.51,-0.47,0.13,0,-0.04,1,1,0,0,0,NA,NA,NA,NA,NA
"1145",-0.02,-0.45,-0.07,0.09,-0.12,0,1,0,0,0,NA,NA,NA,NA,NA
"1146",0.58,0.38,-0.32,-0.25,-0.25,1,1,1,0,0,NA,NA,NA,NA,NA
"1147",0.5,0.4,-0.3,-0.17,-0.22,1,1,0,0,0,NA,NA,NA,NA,NA
"1148",0.52,0.47,-0.08,0.04,-0.08,1,1,0,0,0,NA,NA,NA,NA,NA
"1149",-0.32,-0.19,-0.09,-0.05,0,0,0,0,0,0,NA,NA,NA,NA,NA
"1150",-0.8,-0.16,0.24,0.29,0.51,2,0,0,0,2,NA,NA,NA,NA,NA
"1151",0.21,-0.4,-0.1,-0.09,-0.17,0,1,0,0,0,NA,NA,NA,NA,NA
"1152",0,-0.36,0.3,0.32,0.2,0,1,0,1,0,NA,NA,NA,NA,NA
"1153",-0.23,-0.54,0.06,-0.04,0.06,0,1,0,0,0,NA,NA,NA,NA,NA
"1154",-0.22,-0.32,0.08,0.09,0.06,0,0,0,0,0,NA,NA,NA,NA,NA
"1155",0.81,0.4,-0.15,-0.15,-0.12,2,1,0,0,0,NA,NA,NA,NA,NA
"1156",-0.07,-0.49,-0.03,0,-0.06,0,1,0,0,0,NA,NA,NA,NA,NA
"1157",0.41,0.4,-0.24,-0.08,-0.19,0,1,0,0,0,NA,NA,NA,NA,NA
"1158",-0.21,-0.1,-0.43,-0.38,-0.22,0,0,1,1,0,NA,NA,NA,NA,NA
"1159",0.07,0.22,-0.1,-0.04,-0.04,0,0,0,0,0,NA,NA,NA,NA,NA
"1160",-0.31,0.31,-0.21,-0.25,0.02,0,0,0,0,0,NA,NA,NA,NA,NA
"1161",-0.01,-0.4,0,0.08,-0.09,0,1,0,0,0,NA,NA,NA,NA,NA
"1162",-0.03,-0.2,-0.11,-0.04,-0.19,0,0,0,0,0,NA,NA,NA,NA,NA
"1163",0.05,-0.5,-0.11,-0.18,-0.23,0,1,0,0,0,NA,NA,NA,NA,NA
"1164",0.29,0.26,-0.01,0.14,-0.03,0,0,0,0,0,NA,NA,NA,NA,NA
"1165",0.01,-0.5,-0.12,-0.31,-0.19,0,1,0,1,0,NA,NA,NA,NA,NA
"1166",-0.4,-0.24,0.26,0.18,0.23,0,0,0,0,0,NA,NA,NA,NA,NA
"1167",0.11,-0.45,-0.08,-0.04,-0.12,0,1,0,0,0,NA,NA,NA,NA,NA
"1168",0.72,0.37,-0.05,-0.06,-0.1,1,1,0,0,0,NA,NA,NA,NA,NA
"1169",0.51,0.25,-0.19,-0.21,-0.15,1,0,0,0,0,NA,NA,NA,NA,NA
"1170",-0.07,0.15,-0.02,0.16,-0.08,0,0,0,0,0,NA,NA,NA,NA,NA
"1171",0.64,1.12,-0.15,-0.12,0.17,1,5,0,0,0,NA,NA,NA,NA,NA
"1172",0.12,-0.45,0.12,0.08,0.01,0,1,0,0,0,NA,NA,NA,NA,NA
"1173",0.43,-0.6,0.22,0.09,0.07,1,1,0,0,0,NA,NA,NA,NA,NA
"1174",0.47,0.11,-0.23,-0.17,-0.18,1,0,0,0,0,NA,NA,NA,NA,NA
"1175",0.03,-0.47,-0.32,-0.26,-0.27,0,1,1,0,0,NA,NA,NA,NA,NA
"1176",-0.92,0.07,0.38,0.34,0.53,2,0,1,1,2,NA,NA,NA,NA,NA
"1177",0.63,-0.45,0.3,0.09,0.16,1,1,0,0,0,NA,NA,NA,NA,NA
"1178",0.42,-0.43,-0.08,-0.09,-0.22,1,1,0,0,0,NA,NA,NA,NA,NA
"1179",-0.11,0.07,0.12,1.8,-1.44,0,0,0,18,12,NA,NA,NA,NA,NA
"1180",0.05,-0.56,0.12,-0.03,0.1,0,1,0,0,0,NA,NA,NA,NA,NA
"1181",0.06,-0.24,-0.33,-0.24,-0.33,0,0,1,0,1,NA,NA,NA,NA,NA
"1182",-0.21,-0.34,-0.06,-0.09,-0.1,0,0,0,0,0,NA,NA,NA,NA,NA
"1183",0.56,-0.52,0.13,-0.01,-0.08,1,1,0,0,0,NA,NA,NA,NA,NA
"1184",-0.02,-0.31,-0.1,0.04,-0.21,0,0,0,0,0,NA,NA,NA,NA,NA
"1185",0.26,-0.31,0,0.12,-0.16,0,0,0,0,0,NA,NA,NA,NA,NA
"1186",-0.08,-0.47,0.03,0.14,-0.06,0,1,0,0,0,NA,NA,NA,NA,NA
"1187",-0.24,-0.44,0.05,0,0.13,0,1,0,0,0,NA,NA,NA,NA,NA
"1188",0.25,-0.53,0.18,0.04,0.07,0,1,0,0,0,NA,NA,NA,NA,NA
"1189",0.64,-0.31,0.14,0.1,-0.11,1,0,0,0,0,NA,NA,NA,NA,NA
"1190",-0.64,-0.32,-0.16,-0.29,-0.01,1,0,0,0,0,NA,NA,NA,NA,NA
"1191",-0.28,-0.02,0.12,0.05,-0.18,0,0,0,0,0,NA,NA,NA,NA,NA
"1192",0.36,0.2,-0.02,0.09,-0.17,0,0,0,0,0,NA,NA,NA,NA,NA
"1193",0.37,-0.5,0.09,-0.04,-0.05,0,1,0,0,0,NA,NA,NA,NA,NA
"1194",0.22,-0.41,0,-0.06,-0.08,0,1,0,0,0,NA,NA,NA,NA,NA
"1195",0.34,-0.57,0.14,0.08,-0.08,0,1,0,0,0,NA,NA,NA,NA,NA
"1196",0.66,0.29,-0.08,-0.1,-0.12,1,0,0,0,0,NA,NA,NA,NA,NA
"1197",0.72,0.37,-0.05,-0.06,-0.1,1,1,0,0,0,NA,NA,NA,NA,NA
"1198",-0.02,-0.2,-0.02,0.07,-0.14,0,0,0,0,0,NA,NA,NA,NA,NA
"1199",-0.36,-0.04,0.04,0.09,0.04,0,0,0,0,0,NA,NA,NA,NA,NA
"1200",0.13,0.06,-0.27,-0.17,-0.26,0,0,0,0,0,NA,NA,NA,NA,NA
"1201",-0.23,-0.48,-0.1,-0.07,0.01,0,1,0,0,0,NA,NA,NA,NA,NA
"1202",0.9,0.37,0.16,0.07,0.17,2,1,0,0,0,NA,NA,NA,NA,NA
"1203",-0.1,-0.33,-0.05,0,-0.04,0,0,0,0,0,NA,NA,NA,NA,NA
"1204",-0.64,0.07,-0.02,0.23,0.07,1,0,0,0,0,NA,NA,NA,NA,NA
"1205",-0.67,0.4,0.19,0.09,0.19,1,1,0,0,0,NA,NA,NA,NA,NA
"1206",0.43,0.17,-0.27,-0.23,-0.27,1,0,0,0,0,NA,NA,NA,NA,NA
"1207",-1,0.54,0.59,-0.1,0.21,3,1,2,0,0,NA,NA,NA,NA,NA
"1208",0.28,-0.22,-0.24,-0.19,-0.23,0,0,0,0,0,NA,NA,NA,NA,NA
"1209",-0.3,-0.44,0.03,0.04,0.17,0,1,0,0,0,NA,NA,NA,NA,NA
"1210",-0.23,-0.5,-0.11,-0.2,-0.07,0,1,0,0,0,NA,NA,NA,NA,NA
"1211",0.16,-0.52,0.19,0.16,0.02,0,1,0,0,0,NA,NA,NA,NA,NA
"1212",0.11,-0.09,-0.14,-0.07,-0.13,0,0,0,0,0,NA,NA,NA,NA,NA
"1213",0.14,0.64,-0.23,-0.09,-0.03,0,2,0,0,0,NA,NA,NA,NA,NA
"1214",-0.22,0.34,-0.23,-0.2,-0.07,0,0,0,0,0,NA,NA,NA,NA,NA
"1215",-0.11,0.18,0.12,0.04,0.23,0,0,0,0,0,NA,NA,NA,NA,NA
"1216",0.58,-0.47,0.29,0.17,0.14,1,1,0,0,0,NA,NA,NA,NA,NA
"1217",-0.39,-0.39,-0.08,0.03,0.03,0,1,0,0,0,NA,NA,NA,NA,NA
"1218",-0.83,-0.23,0.18,0.13,0.53,2,0,0,0,2,NA,NA,NA,NA,NA
"1219",0.56,0.31,-0.3,-0.24,-0.26,1,0,0,0,0,NA,NA,NA,NA,NA
"1220",0.27,0.88,-0.15,-0.06,0.15,0,3,0,0,0,NA,NA,NA,NA,NA
"1221",-0.11,-0.5,0.06,-0.03,0.07,0,1,0,0,0,NA,NA,NA,NA,NA
"1222",-0.32,-0.21,0.13,0.23,0.13,0,0,0,0,0,NA,NA,NA,NA,NA
"1223",-0.08,-0.57,0.07,0.08,0.05,0,1,0,0,0,NA,NA,NA,NA,NA
"1224",0.2,-0.42,0.12,0.1,-0.13,0,1,0,0,0,NA,NA,NA,NA,NA
"1225",0.48,0.02,-0.3,-0.2,-0.35,1,0,0,0,1,NA,NA,NA,NA,NA
"1226",-0.58,-0.18,0.04,0.01,0.25,1,0,0,0,0,NA,NA,NA,NA,NA
"1227",-0.4,0.82,0.14,0.13,0.35,0,3,0,0,1,NA,NA,NA,NA,NA
"1228",-0.49,-0.16,0.09,0.1,0.17,1,0,0,0,0,NA,NA,NA,NA,NA
"1229",-0.27,-0.2,0.16,0.06,0.09,0,0,0,0,0,NA,NA,NA,NA,NA
"1230",-0.09,0.68,-0.32,-0.16,-0.02,0,2,1,0,0,NA,NA,NA,NA,NA
"1231",-0.02,-0.51,-0.12,-0.23,-0.21,0,1,0,0,0,NA,NA,NA,NA,NA
"1232",0.39,0.14,-0.33,-0.24,-0.34,0,0,1,0,1,NA,NA,NA,NA,NA
"1233",-0.11,-0.29,0.13,0.17,0.13,0,0,0,0,0,NA,NA,NA,NA,NA
"1234",0.2,-0.69,0.1,0.09,0,0,2,0,0,0,NA,NA,NA,NA,NA
"1235",-0.01,-0.5,-0.05,-0.09,-0.08,0,1,0,0,0,NA,NA,NA,NA,NA
"1236",-0.05,0.15,-0.31,-0.15,-0.16,0,0,1,0,0,NA,NA,NA,NA,NA
"1237",-0.27,-0.22,-0.06,0.02,0.08,0,0,0,0,0,NA,NA,NA,NA,NA
"1238",-0.42,0.18,-0.03,0.04,0.23,1,0,0,0,0,NA,NA,NA,NA,NA
"1239",0.26,-0.05,0.19,0.12,0.23,0,0,0,0,0,NA,NA,NA,NA,NA
"1240",0.44,-0.51,0.12,-0.05,-0.05,1,1,0,0,0,NA,NA,NA,NA,NA
"1241",-0.06,-0.29,-0.08,0,-0.14,0,0,0,0,0,NA,NA,NA,NA,NA
"1242",-0.56,0.43,0.23,0.17,0.1,1,1,0,0,0,NA,NA,NA,NA,NA
"1243",0.31,-0.53,-0.03,-0.09,-0.23,0,1,0,0,0,NA,NA,NA,NA,NA
"1244",0.19,0.43,-0.16,-0.07,-0.09,0,1,0,0,0,NA,NA,NA,NA,NA
"1245",-0.73,-0.2,0.07,-0.02,0.19,1,0,0,0,0,NA,NA,NA,NA,NA
